Pocet 0 pocet vymen:;0
Pocet 1 pocet vymen:;0
Pocet 2 pocet vymen:;4
Pocet 3 pocet vymen:;0
Pocet 4 pocet vymen:;9
Pocet 5 pocet vymen:;0
Pocet 6 pocet vymen:;15
Pocet 7 pocet vymen:;0
Pocet 8 pocet vymen:;20
Pocet 9 pocet vymen:;0
Pocet 10 pocet vymen:;22
Pocet 11 pocet vymen:;0
Pocet 12 pocet vymen:;20
Pocet 13 pocet vymen:;0
Pocet 14 pocet vymen:;15
Pocet 15 pocet vymen:;0
Pocet 16 pocet vymen:;9
Pocet 17 pocet vymen:;0
Pocet 18 pocet vymen:;4
Pocet 19 pocet vymen:;0
Pocet 20 pocet vymen:;1
